episode,reward,steps,delivered,total_time_hours,total_cost,total_risk,path,shipment_type,wall_clock_s,phase
3466,54.42,3,True,59.1,49007.0,0.401,Patna -> Lucknow -> Agra -> Gwalior,perishables,28213.0,3
3467,-16.92,6,True,878.9,89257.0,0.717,Jodhpur -> Udaipur -> Indore -> Bhopal -> Jabalpur -> Raipur -> Bhubaneswar,textiles,28213.5,3
3468,34.27,4,True,290.1,64824.0,0.7,Mysore -> Bangalore -> Hyderabad -> Nagpur -> Raipur,fmcg,28213.8,3
3469,-64.21,2,False,278.6,69238.0,0.861,Coimbatore -> Chennai -> Visakhapatnam,pharmaceuticals,28214.0,3
3470,-5.66,5,True,717.7,116639.0,0.778,Raipur -> Nagpur -> Hyderabad -> Bangalore -> Kochi -> Thiruvananthapuram,machinery,28214.4,3
3471,42.13,4,True,218.8,63479.0,0.157,Amritsar -> Ludhiana -> Delhi -> Lucknow -> Patna,textiles,28214.8,3
3472,-100.42,5,False,509.0,93224.0,1.66,Ludhiana -> Delhi -> Kanpur -> Agra -> Delhi -> Bhopal,pharmaceuticals,28215.2,3
3473,6.13,5,True,547.1,292402.0,0.785,Vadodara -> Ahmedabad -> Mumbai -> Nagpur -> Hyderabad -> Visakhapatnam,machinery,28215.7,3
3474,3.39,5,True,634.3,82198.0,1.432,Chennai -> Hyderabad -> Nagpur -> Mumbai -> Surat -> Vadodara,machinery,28216.1,3
3475,47.18,2,True,95.4,33011.0,0.569,Bangalore -> Chennai -> Visakhapatnam,pharmaceuticals,28216.3,3
3476,51.1,1,True,24.7,4227.0,0.605,Pune -> Mumbai,perishables,28216.4,3
3477,-28.06,4,True,906.5,100094.0,0.814,Varanasi -> Ranchi -> Bhubaneswar -> Visakhapatnam -> Hyderabad,machinery,28216.7,3
3478,50.34,1,True,34.3,6578.0,0.071,Vadodara -> Ahmedabad,textiles,28216.8,3
3479,-54.29,4,False,258.3,57527.0,1.413,Pune -> Mumbai -> Nagpur -> Raipur -> Bhubaneswar,pharmaceuticals,28217.2,3
3480,31.49,3,True,280.3,70477.0,0.727,Ahmedabad -> Nashik -> Pune -> Bangalore,machinery,28217.5,3
3481,42.25,3,True,183.8,34440.0,0.659,Ranchi -> Varanasi -> Kanpur -> Agra,machinery,28217.8,3
3482,33.76,4,True,278.4,139599.0,0.434,Mysore -> Bangalore -> Hyderabad -> Nagpur -> Jabalpur,textiles,28218.1,3
3483,-55.81,2,False,189.1,39833.0,0.394,Nagpur -> Bhopal -> Gwalior,perishables,28218.3,3
3484,49.79,1,True,38.0,11924.0,0.097,Jodhpur -> Udaipur,fmcg,28218.4,3
3485,-9.79,4,True,706.3,70506.0,2.102,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur,electronics,28218.8,3
3486,-60.23,3,False,281.0,52693.0,1.33,Bhubaneswar -> Raipur -> Jabalpur -> Bhopal,pharmaceuticals,28219.0,3
3487,50.56,2,True,69.7,11067.0,0.277,Kochi -> Coimbatore -> Madurai,textiles,28219.2,3
3488,-20.44,3,True,360.1,98217.0,0.553,Mumbai -> Nagpur -> Hyderabad -> Visakhapatnam,pharmaceuticals,29663.6,3
3489,30.49,3,True,289.6,57288.0,1.651,Raipur -> Bhubaneswar -> Kolkata -> Patna,electronics,29663.9,3
3490,53.32,2,True,37.5,30077.0,0.068,Delhi -> Jaipur -> Jodhpur,machinery,29664.0,3
3491,36.09,3,True,238.4,32225.0,2.2,Nashik -> Ahmedabad -> Udaipur -> Jodhpur,electronics,29664.3,3
3492,-57.38,4,False,275.7,77339.0,1.116,Vadodara -> Ahmedabad -> Mumbai -> Nagpur -> Raipur,pharmaceuticals,29664.7,3
3493,43.37,3,True,170.4,36369.0,1.001,Jabalpur -> Bhopal -> Indore -> Udaipur,electronics,29665.0,3
3494,9.35,7,True,643.4,120605.0,1.398,Amritsar -> Ludhiana -> Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Mysore,machinery,29665.6,3
3495,-77.15,1,False,322.3,31143.0,0.09,Guwahati -> Kolkata,perishables,29665.7,3
3496,0.9,6,True,687.6,123495.0,1.274,Guwahati -> Kolkata -> Bhubaneswar -> Raipur -> Nagpur -> Mumbai -> Nashik,machinery,29666.2,3
3497,48.48,2,True,84.8,30443.0,0.241,Surat -> Mumbai -> Nagpur,fmcg,29666.4,3
3498,-43.33,3,False,124.4,34512.0,1.003,Mysore -> Bangalore -> Hyderabad -> Nagpur,perishables,29666.7,3
3499,31.26,5,True,351.6,85295.0,2.038,Nashik -> Ahmedabad -> Jaipur -> Delhi -> Lucknow -> Patna,electronics,29667.2,3
3500,-59.99,3,False,173.4,29771.0,1.011,Patna -> Lucknow -> Agra -> Gwalior,perishables,29667.4,3
3501,-66.61,1,False,276.7,29387.0,0.478,Lucknow -> Patna,pharmaceuticals,29671.8,3
3502,2.05,4,True,623.5,44129.0,0.553,Coimbatore -> Bangalore -> Pune -> Mumbai -> Surat,textiles,29672.3,3
3503,47.73,3,True,117.4,34960.0,0.739,Visakhapatnam -> Chennai -> Bangalore -> Mysore,perishables,29672.5,3
3504,-74.14,2,True,1299.6,63061.0,0.569,Mysore -> Bangalore -> Pune,machinery,29672.7,3
3505,18.74,4,True,454.3,48689.0,0.735,Agra -> Gwalior -> Bhopal -> Nagpur -> Hyderabad,machinery,29673.1,3
3506,-52.29,2,False,126.7,34822.0,0.308,Bhopal -> Jabalpur -> Raipur,perishables,29673.3,3
3507,-60.85,4,False,280.8,41427.0,1.298,Raipur -> Jabalpur -> Bhopal -> Indore -> Ahmedabad,pharmaceuticals,29673.6,3
3508,5.11,9,True,670.5,112297.0,0.94,Thiruvananthapuram -> Kochi -> Coimbatore -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Indore -> Udaipur -> Jodhpur,textiles,29674.6,3
3509,45.66,3,True,145.4,53926.0,0.367,Guwahati -> Kolkata -> Bhubaneswar -> Visakhapatnam,fmcg,29674.9,3
3510,-35.7,4,True,537.8,113964.0,0.455,Visakhapatnam -> Hyderabad -> Nagpur -> Bhopal -> Delhi,fmcg,29675.3,3
3511,44.44,3,True,161.5,27337.0,1.174,Vadodara -> Surat -> Mumbai -> Pune,electronics,29675.5,3
3512,-63.82,3,False,274.7,60104.0,0.376,Mumbai -> Ahmedabad -> Jaipur -> Delhi,perishables,29675.8,3
3513,-1.81,2,True,577.3,62690.0,0.394,Pune -> Bangalore -> Coimbatore,machinery,29676.0,3
3514,38.63,2,True,183.0,18716.0,1.017,Kochi -> Coimbatore -> Chennai,electronics,29676.2,3
3515,52.82,2,True,43.0,17441.0,0.712,Bangalore -> Coimbatore -> Madurai,perishables,29676.4,3
3516,-54.59,2,False,171.5,42750.0,0.573,Guwahati -> Kolkata -> Bhubaneswar,perishables,29676.6,3
3517,-71.74,2,False,218.4,275582.0,0.316,Mysore -> Bangalore -> Pune,perishables,29676.8,3
3518,46.8,3,True,135.4,36843.0,1.105,Amritsar -> Ludhiana -> Delhi -> Jaipur,electronics,29677.0,3
3519,25.62,3,True,334.7,90075.0,0.428,Guwahati -> Kolkata -> Patna -> Varanasi,textiles,29677.3,3
3520,-58.72,4,False,292.2,79599.0,0.749,Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore,pharmaceuticals,29677.6,3
3521,45.59,1,True,77.2,13300.0,0.59,Kolkata -> Bhubaneswar,perishables,29677.8,3
3522,48.89,1,True,44.9,16614.0,0.243,Bangalore -> Hyderabad,perishables,29677.9,3
3523,-27.23,5,True,917.6,165679.0,1.008,Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai -> Bangalore -> Hubli,machinery,29678.3,3
3524,28.79,4,True,337.0,75600.0,0.595,Chandigarh -> Delhi -> Lucknow -> Patna -> Kolkata,fmcg,29678.7,3
3525,25.86,2,True,308.4,39597.0,0.231,Coimbatore -> Bangalore -> Pune,textiles,29678.9,3
3526,43.22,2,True,137.6,31608.0,0.136,Patna -> Kolkata -> Guwahati,textiles,29679.1,3
3527,-0.67,4,True,632.4,42422.0,1.517,Amritsar -> Ludhiana -> Delhi -> Agra -> Gwalior,electronics,29679.5,3
3528,22.31,4,True,417.3,54039.0,0.677,Hyderabad -> Nagpur -> Bhopal -> Gwalior -> Agra,machinery,29679.9,3
3529,42.83,2,True,141.4,31751.0,0.167,Ludhiana -> Delhi -> Kanpur,textiles,29680.1,3
3530,49.83,1,True,34.2,24069.0,0.06,Ranchi -> Bhubaneswar,machinery,29680.3,3
3531,-107.08,5,False,814.8,80079.0,2.38,Amritsar -> Ludhiana -> Delhi -> Bhopal -> Nagpur -> Hyderabad,electronics,29680.8,3
3532,51.31,3,True,92.9,41003.0,0.338,Nagpur -> Bhopal -> Gwalior -> Agra,machinery,29681.1,3
3533,36.13,3,True,230.0,48493.0,0.758,Patna -> Lucknow -> Delhi -> Ludhiana,pharmaceuticals,29681.4,3
3534,-117.66,1,False,627.3,16389.0,0.656,Visakhapatnam -> Hyderabad,perishables,29681.5,3
3535,46.77,4,True,124.3,43256.0,1.016,Hyderabad -> Nagpur -> Bhopal -> Indore -> Ahmedabad,electronics,29681.8,3
3536,50.62,1,True,31.2,6236.0,0.148,Jodhpur -> Udaipur,textiles,29681.9,3
3537,-67.87,5,False,424.2,108496.0,0.557,Mangalore -> Mysore -> Bangalore -> Hyderabad -> Visakhapatnam -> Bhubaneswar,fmcg,29682.4,3
3538,-29.28,3,True,466.9,60973.0,0.742,Chandigarh -> Delhi -> Jaipur -> Ahmedabad,fmcg,29682.7,3
3539,-77.98,5,True,1446.1,89179.0,1.38,Kochi -> Bangalore -> Pune -> Mumbai -> Ahmedabad -> Indore,machinery,29683.1,3
3540,-74.12,2,False,386.1,29413.0,0.472,Guwahati -> Kolkata -> Bhubaneswar,fmcg,29683.3,3
3541,-75.83,4,False,379.5,58972.0,0.66,Ahmedabad -> Mumbai -> Pune -> Bangalore -> Kochi,fmcg,29683.7,3
3542,33.62,3,True,257.8,60637.0,1.556,Delhi -> Bhopal -> Nagpur -> Hyderabad,electronics,29684.0,3
3543,35.5,3,True,252.1,29580.0,0.79,Thiruvananthapuram -> Kochi -> Coimbatore -> Madurai,machinery,29684.3,3
3544,40.06,1,True,134.8,12843.0,0.156,Mangalore -> Mysore,fmcg,29684.4,3
3545,36.71,4,True,266.1,66232.0,1.38,Nagpur -> Bhopal -> Delhi -> Kanpur -> Varanasi,electronics,29684.8,3
3546,-56.99,2,False,199.8,23387.0,0.916,Varanasi -> Ranchi -> Bhubaneswar,perishables,29685.0,3
3547,-113.9,2,False,697.2,53396.0,1.391,Ludhiana -> Delhi -> Bhopal,pharmaceuticals,29685.2,3
3548,-18.02,4,True,390.0,84401.0,0.655,Lucknow -> Delhi -> Jaipur -> Ahmedabad -> Rajkot,fmcg,29685.5,3
3549,-40.01,4,True,978.4,89846.0,0.949,Indore -> Bhopal -> Nagpur -> Mumbai -> Pune,machinery,29685.9,3
3550,-63.71,4,False,361.9,65697.0,0.652,Kolkata -> Bhubaneswar -> Raipur -> Nagpur -> Mumbai,fmcg,29686.2,3
3551,6.51,5,True,602.7,99149.0,0.498,Nashik -> Mumbai -> Nagpur -> Raipur -> Bhubaneswar -> Kolkata,textiles,29686.7,3
3552,-75.2,4,False,463.0,77557.0,0.469,Raipur -> Nagpur -> Hyderabad -> Bangalore -> Kochi,fmcg,29687.1,3
3553,-1.8,4,True,653.9,70734.0,0.575,Thiruvananthapuram -> Kochi -> Coimbatore -> Chennai -> Visakhapatnam,textiles,29687.5,3
3554,-10.22,4,True,729.5,101290.0,0.458,Bhubaneswar -> Kolkata -> Patna -> Lucknow -> Delhi,textiles,29687.8,3
3555,-82.21,2,False,427.1,59909.0,0.907,Hubli -> Bangalore -> Pune,pharmaceuticals,29688.0,3
3556,-59.57,2,False,220.0,24659.0,0.584,Amritsar -> Ludhiana -> Delhi,perishables,29688.2,3
3557,36.59,2,True,197.8,24450.0,0.8,Agra -> Delhi -> Ludhiana,pharmaceuticals,29688.4,3
3558,-51.79,2,False,159.7,28630.0,0.894,Kochi -> Bangalore -> Hyderabad,perishables,29688.6,3
3559,-6.07,3,True,248.0,34092.0,1.829,Gwalior -> Agra -> Delhi -> Ludhiana,pharmaceuticals,29688.9,3
3560,-1.22,4,True,200.8,56677.0,0.775,Amritsar -> Ludhiana -> Delhi -> Lucknow -> Patna,perishables,29689.3,3
3561,-9.93,2,True,248.9,37731.0,0.874,Raipur -> Bhubaneswar -> Ranchi,pharmaceuticals,29689.5,3
3562,34.35,2,True,197.5,127614.0,0.141,Patna -> Kolkata -> Guwahati,machinery,29689.7,3
3563,-54.44,1,False,156.0,7557.0,0.441,Mangalore -> Mysore,perishables,29689.8,3
3564,16.56,5,True,495.3,115922.0,0.854,Rajkot -> Ahmedabad -> Mumbai -> Nagpur -> Hyderabad -> Chennai,machinery,29690.3,3
3565,-53.82,4,True,1171.5,73275.0,0.936,Kanpur -> Varanasi -> Ranchi -> Bhubaneswar -> Raipur,machinery,29690.8,3
3566,-73.91,2,False,366.2,52611.0,0.802,Kochi -> Bangalore -> Pune,pharmaceuticals,29691.0,3
3567,-72.24,2,False,375.8,34190.0,0.516,Hyderabad -> Nagpur -> Bhopal,fmcg,29691.2,3
3568,52.57,3,True,80.0,31918.0,0.943,Gwalior -> Agra -> Kanpur -> Varanasi,electronics,29691.5,3
3569,-22.16,3,True,339.9,38558.0,0.975,Amritsar -> Ludhiana -> Delhi -> Lucknow,perishables,29691.8,3
3570,45.09,1,True,76.9,31166.0,0.553,Raipur -> Bhubaneswar,electronics,29691.9,3
3571,-69.85,2,False,332.6,50266.0,0.669,Ranchi -> Bhubaneswar -> Raipur,pharmaceuticals,29692.1,3
3572,46.1,2,True,111.9,18250.0,0.313,Bhopal -> Jabalpur -> Raipur,fmcg,29692.3,3
3573,-52.17,1,False,134.9,28343.0,0.266,Hyderabad -> Nagpur,perishables,29692.4,3
3574,-98.84,4,True,1608.5,116647.0,0.984,Indore -> Ahmedabad -> Nashik -> Pune -> Bangalore,machinery,29692.8,3
3575,54.45,2,True,30.6,13934.0,0.143,Varanasi -> Kanpur -> Lucknow,textiles,29693.0,3
3576,50.6,4,True,135.2,38339.0,1.455,Amritsar -> Ludhiana -> Delhi -> Agra -> Gwalior,electronics,29693.3,3
3577,-66.54,3,False,246.8,63009.0,1.309,Madurai -> Chennai -> Hyderabad -> Nagpur,pharmaceuticals,29693.6,3
3578,-67.56,5,True,909.3,118831.0,1.623,Kolkata -> Patna -> Lucknow -> Delhi -> Jaipur -> Ahmedabad,electronics,29694.0,3
3579,21.65,5,True,456.5,68651.0,1.28,Vadodara -> Ahmedabad -> Nashik -> Pune -> Bangalore -> Chennai,machinery,29694.4,3
3580,50.52,1,True,29.1,15095.0,0.236,Delhi -> Kanpur,perishables,29694.5,3
3581,51.28,2,True,48.1,56701.0,0.421,Raipur -> Jabalpur -> Bhopal,pharmaceuticals,29694.7,3
3582,-95.65,1,True,1051.5,33899.0,0.88,Visakhapatnam -> Chennai,electronics,29694.8,3
3583,-1.31,4,True,623.2,158404.0,0.477,Kolkata -> Patna -> Lucknow -> Delhi -> Ludhiana,textiles,29695.2,3
3584,-75.28,2,False,398.4,52921.0,0.456,Madurai -> Chennai -> Hyderabad,fmcg,29695.4,3
3585,18.11,3,True,401.9,111611.0,0.7,Bhubaneswar -> Raipur -> Jabalpur -> Bhopal,electronics,29695.6,3
3586,-73.95,3,False,419.4,66704.0,0.298,Lucknow -> Delhi -> Bhopal -> Nagpur,fmcg,29695.9,3
3587,51.15,2,True,61.0,18458.0,0.397,Ahmedabad -> Nashik -> Pune,electronics,29696.1,3
3588,-63.2,2,False,273.7,50293.0,1.129,Nashik -> Ahmedabad -> Jaipur,pharmaceuticals,29696.3,3
3589,45.35,4,True,187.0,61135.0,0.236,Bhopal -> Delhi -> Kanpur -> Varanasi -> Ranchi,textiles,29696.6,3
3590,-133.8,3,False,1004.5,59146.0,1.604,Guwahati -> Kolkata -> Bhubaneswar -> Visakhapatnam,electronics,29696.9,3
3591,-26.33,4,True,466.7,83562.0,0.615,Hyderabad -> Visakhapatnam -> Bhubaneswar -> Kolkata -> Patna,fmcg,29697.2,3
3592,33.47,3,True,264.0,60098.0,0.39,Guwahati -> Kolkata -> Bhubaneswar -> Visakhapatnam,fmcg,29697.5,3
3593,-62.4,3,False,290.3,92194.0,1.119,Indore -> Bhopal -> Nagpur -> Hyderabad,pharmaceuticals,29697.8,3
3594,-7.27,3,True,248.5,62936.0,1.059,Hyderabad -> Visakhapatnam -> Bhubaneswar -> Kolkata,pharmaceuticals,29698.0,3
3595,0.98,6,True,700.0,90063.0,0.639,Ranchi -> Varanasi -> Kanpur -> Delhi -> Jaipur -> Jodhpur -> Udaipur,textiles,29698.6,3
3596,52.1,2,True,50.2,23383.0,0.354,Lucknow -> Delhi -> Chandigarh,perishables,29698.8,3
3597,48.14,1,True,53.1,15614.0,0.162,Mumbai -> Ahmedabad,textiles,29698.9,3
3598,-57.7,1,False,162.6,90332.0,0.231,Raipur -> Nagpur,perishables,29699.0,3
3599,-80.66,5,False,529.1,92984.0,0.464,Kolkata -> Patna -> Lucknow -> Delhi -> Jaipur -> Indore,fmcg,29699.4,3
3600,-77.53,4,False,292.6,47200.0,1.561,Indore -> Bhopal -> Delhi -> Agra -> Gwalior,pharmaceuticals,29699.8,3
3601,33.2,4,True,294.9,83796.0,1.599,Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai -> Coimbatore,electronics,29704.0,3
3602,51.24,2,True,59.5,17500.0,0.566,Mysore -> Bangalore -> Hubli,pharmaceuticals,29704.2,3
3603,-64.72,2,False,278.5,49717.0,1.547,Kolkata -> Bhubaneswar -> Visakhapatnam,pharmaceuticals,29704.4,3
3604,20.06,4,True,389.0,54919.0,0.779,Nagpur -> Bhopal -> Indore -> Ahmedabad -> Vadodara,machinery,29704.8,3
3605,-60.98,4,False,307.3,112422.0,1.11,Kanpur -> Delhi -> Jaipur -> Ahmedabad -> Mumbai,pharmaceuticals,29705.2,3
3606,43.44,4,True,157.7,46311.0,0.797,Jabalpur -> Bhopal -> Gwalior -> Agra -> Kanpur,machinery,29705.5,3
3607,-61.96,5,False,345.9,86352.0,1.656,Ranchi -> Varanasi -> Kanpur -> Delhi -> Jaipur -> Ahmedabad,pharmaceuticals,29706.0,3
3608,-83.99,1,False,372.4,29249.0,0.505,Chennai -> Hyderabad,perishables,29706.0,3
3609,-113.68,6,False,853.2,133899.0,2.509,Chandigarh -> Delhi -> Jaipur -> Ahmedabad -> Mumbai -> Pune -> Bangalore,electronics,29706.6,3
3610,-65.54,4,False,317.4,41106.0,2.143,Chandigarh -> Delhi -> Agra -> Kanpur -> Varanasi,pharmaceuticals,29707.3,3
3611,26.29,4,True,371.7,60558.0,1.433,Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Kochi,electronics,29707.7,3
3612,-91.22,5,False,563.2,70935.0,1.8,Kanpur -> Agra -> Gwalior -> Bhopal -> Nagpur -> Hyderabad,pharmaceuticals,29708.1,3
3613,-78.72,5,False,484.8,101612.0,1.9,Jodhpur -> Udaipur -> Ahmedabad -> Mumbai -> Pune -> Bangalore,pharmaceuticals,29708.6,3
3614,48.58,1,True,46.4,25584.0,0.026,Hubli -> Bangalore,textiles,29708.7,3
3615,46.11,2,True,104.5,42527.0,0.331,Bhubaneswar -> Kolkata -> Patna,pharmaceuticals,29708.8,3
3616,35.13,2,True,221.0,21678.0,0.247,Ludhiana -> Delhi -> Jaipur,fmcg,29709.1,3
3617,-64.89,3,False,318.4,60573.0,1.285,Kochi -> Coimbatore -> Chennai -> Visakhapatnam,pharmaceuticals,29709.3,3
3618,41.1,2,True,148.8,57567.0,0.584,Kolkata -> Bhubaneswar -> Raipur,electronics,29709.5,3
3619,47.67,1,True,58.4,9996.0,0.375,Chennai -> Bangalore,pharmaceuticals,29709.6,3
3620,31.9,5,True,339.4,126454.0,0.731,Kanpur -> Delhi -> Jaipur -> Ahmedabad -> Mumbai -> Pune,machinery,29710.1,3
3621,-7.62,4,True,709.8,78377.0,0.577,Visakhapatnam -> Hyderabad -> Nagpur -> Mumbai -> Nashik,textiles,29710.5,3
3622,49.43,2,True,74.1,17800.0,1.253,Madurai -> Coimbatore -> Kochi,pharmaceuticals,29710.6,3
3623,-24.57,3,True,393.2,59815.0,2.251,Hyderabad -> Visakhapatnam -> Bhubaneswar -> Kolkata,pharmaceuticals,29710.9,3
3624,49.07,3,True,96.5,105333.0,0.23,Kolkata -> Patna -> Lucknow -> Kanpur,textiles,29711.3,3
3625,35.22,3,True,235.1,51601.0,1.221,Varanasi -> Ranchi -> Bhubaneswar -> Raipur,pharmaceuticals,29711.5,3
3626,-57.47,5,True,1182.3,285703.0,1.33,Rajkot -> Surat -> Mumbai -> Pune -> Bangalore -> Kochi,machinery,29712.0,3
3627,-45.7,3,True,984.3,292078.0,1.008,Bangalore -> Pune -> Mumbai -> Surat,machinery,29712.3,3
3628,-12.77,5,True,384.8,83126.0,0.478,Chennai -> Hyderabad -> Nagpur -> Bhopal -> Indore -> Jaipur,fmcg,29712.7,3
3629,46.74,3,True,138.7,41116.0,0.321,Ahmedabad -> Indore -> Bhopal -> Gwalior,textiles,29712.9,3
3630,-137.94,1,False,933.4,28960.0,0.33,Visakhapatnam -> Hyderabad,fmcg,29713.0,3
3631,-61.14,3,False,285.4,64778.0,1.41,Ludhiana -> Delhi -> Bhopal -> Nagpur,pharmaceuticals,29713.3,3
3632,46.43,3,True,144.6,32275.0,0.284,Jodhpur -> Jaipur -> Delhi -> Lucknow,textiles,29713.6,3
3633,44.97,1,True,87.1,8862.0,0.119,Hubli -> Mangalore,textiles,29713.7,3
3634,47.72,3,True,129.6,38689.0,0.322,Rajkot -> Ahmedabad -> Jaipur -> Delhi,textiles,29713.9,3
3635,22.42,4,True,366.0,60690.0,0.321,Lucknow -> Patna -> Kolkata -> Ranchi -> Bhubaneswar,textiles,29714.3,3
3636,53.39,1,True,4.4,3436.0,0.122,Ahmedabad -> Vadodara,pharmaceuticals,29714.5,3
3637,44.06,4,True,201.7,52814.0,0.386,Rajkot -> Ahmedabad -> Jaipur -> Delhi -> Kanpur,fmcg,29714.8,3
3638,46.91,1,True,65.1,18291.0,0.066,Visakhapatnam -> Hyderabad,fmcg,29714.9,3
3639,2.87,4,True,569.3,154811.0,2.381,Vadodara -> Ahmedabad -> Mumbai -> Nagpur -> Hyderabad,electronics,29715.3,3
3640,-29.99,1,True,342.1,32906.0,0.384,Bhopal -> Delhi,perishables,29715.4,3
3641,-101.36,4,False,681.0,138420.0,0.688,Kolkata -> Bhubaneswar -> Raipur -> Nagpur -> Mumbai,fmcg,29715.8,3
3642,36.95,2,True,193.6,51572.0,0.298,Ludhiana -> Delhi -> Bhopal,fmcg,29715.9,3
3643,-24.87,4,True,455.8,58599.0,0.871,Pune -> Mumbai -> Ahmedabad -> Udaipur -> Jodhpur,fmcg,29716.3,3
3644,41.13,4,True,230.0,54035.0,0.503,Rajkot -> Surat -> Mumbai -> Nagpur -> Raipur,fmcg,29716.7,3
3645,-55.8,2,False,193.2,21723.0,0.377,Udaipur -> Indore -> Bhopal,perishables,29716.9,3
3646,42.66,3,True,180.7,33229.0,0.55,Jabalpur -> Bhopal -> Indore -> Ahmedabad,fmcg,29717.1,3
3647,-50.21,2,False,149.3,32475.0,0.256,Vadodara -> Ahmedabad -> Nashik,perishables,29717.3,3
3648,48.28,1,True,50.3,21125.0,0.128,Bangalore -> Chennai,textiles,29717.4,3
3649,27.27,3,True,332.0,44482.0,0.392,Raipur -> Nagpur -> Mumbai -> Nashik,textiles,29717.7,3
3650,-21.34,6,True,864.9,117789.0,0.616,Indore -> Bhopal -> Nagpur -> Mumbai -> Pune -> Bangalore -> Mysore,textiles,29718.2,3
3651,33.54,4,True,273.1,158976.0,0.759,Mysore -> Bangalore -> Chennai -> Visakhapatnam -> Bhubaneswar,machinery,29718.8,3
3652,-112.56,2,False,615.4,28403.0,0.912,Mysore -> Bangalore -> Pune,perishables,29719.0,3
3653,42.39,3,True,175.9,58469.0,0.53,Pune -> Bangalore -> Hyderabad -> Visakhapatnam,electronics,29719.2,3
3654,50.29,2,True,59.2,55696.0,0.235,Jodhpur -> Udaipur -> Indore,fmcg,29719.4,3
3655,-25.54,6,True,943.3,145229.0,1.71,Chandigarh -> Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Kochi,machinery,29719.9,3
3656,44.87,1,True,85.1,17370.0,0.193,Lucknow -> Agra,electronics,29720.0,3
3657,38.24,4,True,257.6,51478.0,0.906,Vadodara -> Surat -> Mumbai -> Pune -> Bangalore,machinery,30867.8,3
3658,-58.22,7,True,834.8,128558.0,2.983,Amritsar -> Ludhiana -> Delhi -> Kanpur -> Varanasi -> Patna -> Kolkata -> Guwahati,electronics,30868.3,3
3659,-71.93,3,False,396.3,76141.0,0.237,Bhubaneswar -> Raipur -> Nagpur -> Mumbai,fmcg,30868.5,3
3660,-0.54,4,True,634.4,89560.0,0.82,Visakhapatnam -> Hyderabad -> Nagpur -> Mumbai -> Nashik,machinery,30868.8,3
3661,28.82,5,True,329.4,90388.0,1.058,Chandigarh -> Delhi -> Kanpur -> Varanasi -> Patna -> Kolkata,machinery,30869.2,3
3662,-77.41,5,False,470.0,74471.0,0.962,Gwalior -> Agra -> Kanpur -> Varanasi -> Patna -> Kolkata,fmcg,30869.5,3
3663,47.83,2,True,94.2,19759.0,0.311,Nashik -> Ahmedabad -> Udaipur,fmcg,30869.7,3
3664,31.34,5,True,306.2,71716.0,0.579,Gwalior -> Agra -> Kanpur -> Varanasi -> Patna -> Kolkata,fmcg,30870.1,3
3665,49.74,3,True,111.4,34097.0,0.194,Delhi -> Kanpur -> Varanasi -> Ranchi,fmcg,30870.3,3
3666,45.24,5,True,227.1,55233.0,0.78,Amritsar -> Ludhiana -> Delhi -> Kanpur -> Varanasi -> Ranchi,machinery,30870.6,3
3667,-18.4,1,True,288.7,43161.0,0.444,Visakhapatnam -> Chennai,pharmaceuticals,30870.7,3
3668,33.53,3,True,264.9,55022.0,0.377,Bhopal -> Nagpur -> Hyderabad -> Bangalore,fmcg,30870.9,3
3669,48.26,2,True,88.1,23830.0,0.442,Lucknow -> Patna -> Ranchi,pharmaceuticals,30871.1,3
3670,44.48,2,True,126.8,24571.0,0.211,Nashik -> Ahmedabad -> Vadodara,fmcg,30871.2,3
3671,-55.2,4,False,260.5,72604.0,0.981,Guwahati -> Kolkata -> Patna -> Lucknow -> Delhi,pharmaceuticals,30871.5,3
3672,-57.2,4,False,241.8,55926.0,0.719,Kanpur -> Lucknow -> Patna -> Kolkata -> Bhubaneswar,pharmaceuticals,30871.8,3
3673,6.18,4,True,571.3,82589.0,0.415,Hubli -> Bangalore -> Hyderabad -> Nagpur -> Raipur,textiles,30872.1,3
3674,14.07,5,True,520.2,115399.0,0.887,Mumbai -> Ahmedabad -> Jaipur -> Delhi -> Kanpur -> Varanasi,machinery,30872.4,3
3675,47.71,1,True,59.2,4905.0,0.43,Mysore -> Bangalore,perishables,30872.5,3
3676,-36.4,2,True,473.4,48727.0,1.011,Pune -> Bangalore -> Hubli,pharmaceuticals,30872.7,3
3677,-39.8,3,True,467.9,55284.0,0.932,Bhopal -> Nagpur -> Hyderabad -> Chennai,perishables,30873.0,3
3678,-26.97,7,True,983.7,193929.0,1.549,Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Delhi -> Ludhiana -> Amritsar,machinery,30873.5,3
3679,16.1,3,True,439.6,59021.0,0.344,Mumbai -> Pune -> Bangalore -> Kochi,textiles,30873.7,3
3680,50.88,3,True,99.4,22920.0,0.98,Jaipur -> Delhi -> Agra -> Gwalior,pharmaceuticals,30873.9,3
